date,close
2005-01-03,81.84716033935547
2005-01-04,80.84700775146484
2005-01-05,80.28910827636719
2005-01-06,80.69733428955078
2005-01-07,80.58164978027344
2005-01-10,80.96263885498047
2005-01-11,80.40475463867188
2005-01-12,80.67008972167969
2005-01-13,80.02377319335938
2005-01-14,80.44560241699219
2005-01-17,80.86400985717773
2005-01-18,81.28241729736328
2005-01-19,80.4319839477539
2005-01-20,79.94212341308594
2005-01-21,79.45225524902344
2005-01-24,79.2957763671875
2005-01-25,79.5202865600586
2005-01-26,79.7584457397461
2005-01-27,79.89450073242188
2005-01-28,79.89450073242188
2005-01-31,80.3911361694336
2005-02-01,80.90143585205078
2005-02-02,81.14633178710938
2005-02-03,80.93546295166016
2005-02-04,81.79951477050781
2005-02-07,81.6906509399414
2005-02-08,81.7859115600586
2005-02-09,81.17357635498047
2005-02-10,81.46614074707031
2005-02-11,82.16687774658203
2005-02-14,82.10565185546875
2005-02-15,82.41182708740234
2005-02-16,82.46623992919922
2005-02-17,81.79951477050781
2005-02-18,81.9083480834961
2005-02-21,81.29943084716797
2005-02-22,80.69051361083984
2005-02-23,81.268798828125
2005-02-24,81.8062973022461
2005-02-25,82.61591339111328
2005-02-28,82.07164764404297
2005-03-01,82.4798583984375
2005-03-02,82.43904113769531
2005-03-03,82.4730453491211
2005-03-04,83.50039672851562
2005-03-07,83.5412368774414
2005-03-08,83.22823333740234
2005-03-09,82.30297088623047
2005-03-10,82.4866714477539
2005-03-11,81.9083480834961
2005-03-14,82.41863250732422
2005-03-15,81.73827362060547
2005-03-16,81.0443115234375
2005-03-17,81.20760345458984
2005-03-18,80.96646118164062
2005-03-21,80.66592407226562
2005-03-22,79.84630584716797
2005-03-23,79.91461944580078
2005-03-24,80.01020812988281
2005-03-25,80.06828689575195
2005-03-28,80.1263656616211
2005-03-29,79.59358978271484
2005-03-30,80.72058868408203
2005-03-31,80.57029724121094
2005-04-01,80.20829010009766
2005-04-04,80.34492492675781
2005-04-05,80.72740173339844
2005-04-06,81.00747680664062
2005-04-07,81.44461059570312
2005-04-08,80.59764099121094
2005-04-11,80.65911102294922
2005-04-12,81.0757827758789
2005-04-13,80.1195297241211
2005-04-14,79.07451629638672
2005-04-15,77.96798706054688
2005-04-18,78.20703125
2005-04-19,78.8285903930664
2005-04-20,77.72888946533203
2005-04-21,79.23839569091797
2005-04-22,78.9378890991211
2005-04-25,79.45698547363281
2005-04-26,78.68517303466797
2005-04-27,78.99256134033203
2005-04-28,78.00211334228516
2005-04-29,79.06084442138672
2005-05-02,79.50477600097656
2005-05-03,79.64140319824219
2005-05-04,80.25615692138672
2005-05-05,80.22879028320312
2005-05-06,79.97608184814453
2005-05-09,80.4747085571289
2005-05-10,79.64140319824219
2005-05-11,80.07849884033203
2005-05-12,79.19742584228516
2005-05-13,79.04032897949219
2005-05-16,79.7780532836914
2005-05-17,80.31076049804688
2005-05-18,81.13726043701172
2005-05-19,81.47874450683594
2005-05-20,81.3626480102539
2005-05-23,81.81346130371094
2005-05-24,81.62218475341797
2005-05-25,81.56072998046875
2005-05-26,81.99787139892578
2005-05-27,82.13444519042969
2005-05-30,81.87147903442383
2005-05-31,81.60851287841797
2005-06-01,82.30521392822266
2005-06-02,82.48278045654297
2005-06-03,82.06615447998047
2005-06-06,81.99102020263672
2005-06-07,82.0525131225586
2005-06-08,81.90223693847656
2005-06-09,82.29158020019531
2005-06-10,82.1003189086914
2005-06-13,82.35987091064453
2005-06-14,82.55110931396484
2005-06-15,82.70819854736328
2005-06-16,82.91992950439453
2005-06-17,83.22720336914062
2005-06-20,83.2546157836914
2005-06-21,83.30261993408203
2005-06-22,83.3712158203125
2005-06-23,82.19850158691406
2005-06-24,81.59500122070312
2005-06-27,81.71158599853516
2005-06-28,82.39737701416016
2005-06-29,82.17792510986328
2005-06-30,81.7321548461914
2005-07-01,81.9721908569336
2005-07-04,82.30137252807617
2005-07-05,82.63055419921875
2005-07-06,81.93789672851562
2005-07-07,82.26020812988281
2005-07-08,83.19971466064453
2005-07-11,83.62494659423828
2005-07-12,83.8443832397461
2005-07-13,83.96099090576172
2005-07-14,84.29015350341797
2005-07-15,84.24211883544922
